,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Top Type,Belt,Hem Shaped,Placket,Care Instructions,Arabian Clothing,Doorzichtig,Kleur,Lengte,Materiaal,Mouw lengte,Neklijn,Patroon type,Seizoen,Stijl,Stof,Type fit,Type mouwen
63,swsweatsh01190726536,,10000,0,0,0,0,0,0,0,0,9999,6362,12,Casual,Black,Heart,Regular,Pullovers,Hooded,Long Sleeve,,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Slight Stretch,,Regular Fit,,,,,,,,Heart Print Kangaroo Pocket Drawstring Hoodie,9.99,,,,,,,,,,,,,,,,,,
64,swsweatsh01190830518,,10000,0,0,0,0,0,0,0,0,9999,6362,12,Casual,Army Green,Heart,Regular,Pullovers,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Slight Stretch,,Regular Fit,,,,,,,,Heart Print Kangaroo Pocket Hooded Sweatshirt,9.99,,,,,,,,,,,,,,,,,,
65,swsweatsh01190905031,,10000,0,0,0,0,0,0,0,0,9999,6362,12,Casual,Grey,Heart,Regular,Pullovers,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Slight Stretch,,Regular Fit,,,,,,,,Heart Print Kangaroo Print Drawstring Hoodie,9.99,,,,,,,,,,,,,,,,,,
66,swsweatsh01200928532,,10000,0,0,0,0,0,0,0,0,9999,6362,12,Casual,Apricot,Heart,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Heart Print Kangaroo Pocket Drawstring Hoodie,9.99,,,,,,,,,,,,,,,,,,
67,swsweatsh01201017948,,10000,0,0,0,0,0,0,0,0,9999,6362,12,Casual,Light Grey,Heart,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Heart Print Kangaroo Pocket Drawstring Hoodie,9.99,,,,,,,,,,,,,,,,,,
68,swpants04200820515,,3131,35,4,50,3,117,25,231,65,2698,694,26,,Medium Wash,Plain,Long,Mom Fit,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Ripped Mom Jeans,22.0,,,,,,,,,,,,,,,,,,
69,swpants04201020233,,3131,35,4,50,3,117,25,231,65,2698,694,26,,Dark Wash,Plain,Long,Mom Fit,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Ripped Mom Jeans,22.0,,,,,,,,,,,,,,,,,,
70,swpants04201020522,,3131,35,4,50,3,117,25,231,65,2698,694,25,,Light Wash,Plain,Long,Mom Fit,,,,,"Ripped, Button, Pocket, Zipper, Raw Wash",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Ripped Mom Jeans,21.0,,,,,,,,,,,,,,,,,,
71,swsweatsh04200911439,,803,11,3,11,0,25,4,56,16,700,129,12,Casual,Mocha Brown,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Solid Pullover,9.99,,,,,,,,,,,,,,,,,,
72,swsweatsh04201026994,,803,11,3,11,0,25,4,56,16,700,129,12,Casual,Khaki,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Solid Pullover,9.99,,,,,,,,,,,,,,,,,,
73,swsweatsh04201026120,,803,11,3,11,0,25,4,56,16,700,129,12,Casual,Black,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Solid Pullover,9.99,,,,,,,,,,,,,,,,,,
74,swsweatsh04201130963,,803,11,3,11,0,25,4,56,16,700,129,7,Casual,"Bright, Mint Blue",Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Solid Pullover,6.49,,,,,,,,,,,,,,,,,,
75,swsweatsh04201130905,,803,11,3,11,0,25,4,56,16,700,129,12,Casual,Light Grey,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Marled Knit Pullover,9.99,,,,,,,,,,,,,,,,,,
76,swsweatsh04201130756,,803,11,3,11,0,25,4,56,16,700,129,12,Casual,Navy Blue,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Solid Pullover,9.99,,,,,,,,,,,,,,,,,,
77,swvest07201228733,,4216,15,2,34,9,115,30,234,73,3818,1150,3,Casual,Baby Blue,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Cami Top,3.0,,,,,,,,,,,,,,,,,,
78,swvest07200717816,,4216,15,2,34,9,115,30,234,73,3818,1150,3,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Cami Top,3.0,,,,,,,,,,,,,,,,,,
79,swvest07200910806,,4216,15,2,34,9,115,30,234,73,3818,1150,4,Casual,Black,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"7% Spandex, 93% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Cami Top,4.0,,,,,,,,,,,,,,,,,,
80,swvest07201225496,,4216,15,2,34,9,115,30,234,73,3818,1150,3,Casual,Lime Green,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Cami Top,3.0,,,,,,,,,,,,,,,,,,
81,swvest07201225581,,4216,15,2,34,9,115,30,234,73,3818,1150,4,Casual,Burgundy,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Cami Top,4.0,,,,,,,,,,,,,,,,,,
82,swvest07201228355,,4216,15,2,34,9,115,30,234,73,3818,1150,3,Casual,Lilac Purple,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Cami Top,3.0,,,,,,,,,,,,,,,,,,
83,swsweater02201016949,,905,8,1,13,2,32,6,47,12,805,175,30,Casual,Grey,Plain,Regular,Pullovers,High Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Cable Knit High Neck Sweater,25.0,,,,,,,,,,,,,,,,,,
84,swsweater02201107771,,905,8,1,13,2,32,6,47,12,805,175,30,Casual,Apricot,Plain,Regular,Pullovers,High Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Cable Knit High Neck Sweater,25.0,,,,,,,,,,,,,,,,,,
85,swsweater02201119342,,925,8,1,13,2,32,6,2,14,19,194,30,Casual,Black,Plain,Regular,Pullovers,High Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Cable Knit High Neck Sweater,25.0,,,,,,,,,,,,,,,,,,
86,swsweater02201119545,,905,8,1,13,2,32,6,47,12,805,175,30,Casual,Cadet Blue,Plain,Regular,Pullovers,High Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Cable Knit High Neck Sweater,25.0,,,,,,,,,,,,,,,,,,
87,swpants07200917238,,6322,57,8,95,19,246,29,504,108,5420,1126,10,Casual,Black,Plain,Long,Flare Leg,,,,,Split,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Split Hem Pants,9.0,,,,,,,,,,,,,,,,,,
88,swpants07201030836,,6322,57,8,95,19,246,29,504,108,5420,1126,10,Casual,Maroon,Plain,Long,Straight Leg,,,,,Split,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Split Hem Pants,9.0,,,,,,,,,,,,,,,,,,
89,swdress42201104619,,10000,0,0,0,0,0,0,0,0,9999,5909,17,Glamorous,Mint Green,Plain,Mini,Cami,Spaghetti Strap,Sleeveless,,,"Ruched, Drawstring",Summer,"5% Spandex, 95% Polyester",Satin,Non-Stretch,No,Slim Fit,,High Waist,,,,,,Joyfunear Ruched Drawstring Knot Satin Dress,14.0,,,Pencil,,,,,,,,,,,,,,,
90,swdress42200224751,,10000,0,0,0,0,0,0,0,0,9999,5909,17,Glamorous,"Pink, Pastel",Plain,Mini,Cami,Spaghetti Strap,Sleeveless,,,"Ruched, Drawstring",Summer,"5% Spandex, 95% Polyester",Satin,Non-Stretch,No,Slim Fit,,High Waist,,,,,,Joyfunear Ruched Drawstring Knot Satin Dress,14.0,,,Pencil,,,,,,,,,,,,,,,
91,swdress42200423354,,10000,0,0,0,0,0,0,0,0,9999,5909,17,Sexy,Black,Plain,Mini,Cami,Spaghetti Strap,Sleeveless,,,"Ruched, Draped, Drawstring",Summer,"5% Spandex, 95% Polyester",Satin,Non-Stretch,No,Regular Fit,,Natural,,,,,,Joyfunear Cowl Neck Drawstring Ruched Satin Dress,14.0,,,Pencil,,,,,,,,,,,,,,,
92,swdress42200423944,,10000,0,0,0,0,0,0,0,0,9999,5909,17,Sexy,Blue,Plain,Mini,Cami,Spaghetti Strap,Sleeveless,,,"Ruched, Drawstring",Summer,"5% Spandex, 95% Polyester",Satin,Non-Stretch,No,Regular Fit,,Natural,,,,,,Joyfunear Cowl Neck Drawstring Ruched Satin Dress,14.0,,,Pencil,,,,,,,,,,,,,,,
93,swdress42200423143,,10000,0,0,0,0,0,0,0,0,9999,5909,17,Sexy,Red,Plain,Mini,Cami,Spaghetti Strap,Sleeveless,,,"Ruched, Drawstring",Summer,"5% Spandex, 95% Polyester",Satin,Non-Stretch,No,Regular Fit,,Natural,,,,,,Joyfunear Cowl Neck Drawstring Ruched Satin Dress,14.0,,,Pencil,,,,,,,,,,,,,,,
94,swdress42200805299,,10000,0,0,0,0,0,0,0,0,9999,5909,18,Glamorous,Green,Plain,Short,Cami,Spaghetti Strap,Sleeveless,,,"Ruched, Drawstring",Summer,"5% Spandex, 95% Polyester",Satin,Non-Stretch,No,Slim Fit,,Natural,,,,,,Joyfunear Satin Ruched Drawstring Mini Dress,15.0,,,Pencil,,,,,,,,,,,,,,,
95,swskirt04200907913,,1501,6,0,8,0,38,3,140,29,1308,258,14,Casual,Black,Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,Pleated Mini Skirt,12.0,,,,,,,,,,,,,,,,,,
96,swskirt04201028028,,1501,6,0,8,0,38,3,140,29,1308,258,14,Casual,White,Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,Zip Side Pleated Skirt,12.0,,,,,,,,,,,,,,,,,,
97,swskirt04201120909,,1501,6,0,8,0,38,3,140,29,1308,258,14,Casual,"Pastel, Baby Blue",Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,Pleated Mini Skirt,12.0,,,,,,,,,,,,,,,,,,
98,swskirt04201120052,,1501,6,0,8,0,38,3,140,29,1308,258,14,Casual,Dusty Purple,Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,Pleated Mini Skirt,12.0,,,,,,,,,,,,,,,,,,
99,swouter02200811166,,3248,6,0,7,0,41,9,109,32,3085,679,24,Casual,"Pastel, Lime Green",Floral,Regular,Coat,,Long Sleeve,Drop Shoulder,,"Rib-Knit, Button Front",Spring,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Button Front Daisy Floral Pattern Cardigan,20.0,,,,,,,,,,,,,,,,,,
100,swouter02201026529,,3248,6,0,7,0,41,9,109,32,3085,679,24,Casual,Mint Green,Floral,Regular,Coat,,Long Sleeve,Drop Shoulder,,"Rib-Knit, Button Front",Spring,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Button Front Daisy Floral Pattern Cardigan,20.0,,,,,,,,,,,,,,,,,,
101,swouter02201118848,,3248,6,0,7,0,41,9,109,32,3085,679,24,Casual,Baby Blue,Floral,Regular,Coat,Deep V Neck,Long Sleeve,Drop Shoulder,,Button Front,Spring,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Button Front Daisy Floral Pattern Cardigan,20.0,,,,,,,,,,,,,,,,,,
102,swouter02201118163,,3248,6,0,7,0,41,9,109,32,3085,679,24,Casual,Dusty Pink,"Floral, All Over Print",Regular,Cardigan,V neck,Long Sleeve,Drop Shoulder,,"Rib-Knit, Button Front",Spring/Fall,100% Polyester,Polyester,High Stretch,No,Oversized,,,,,,,,Button Front Daisy Floral Pattern Cardigan,20.0,,,,,,,,,,,,,,,,,,
103,swouter02201118455,,3248,6,0,7,0,41,9,109,32,3085,679,24,Casual,White,"Floral, All Over Print",Regular,Coat,V neck,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Button Front Daisy Floral Pattern Cardigan,20.0,,,,,,,,,,,,,,,,,,
104,swvest07200820988,,4754,14,1,19,1,107,19,269,56,4345,888,10,Casual,White,Striped,Crop,Tank,V neck,,,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Varsity Striped Cropped Sweater Vest,9.0,,,,,,,,,,,,,,,,,,
105,swvest07201020147,,4754,14,1,19,1,107,19,269,56,4345,888,10,Casual,Black,Striped,Crop,Tank,V neck,,,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Striped Trim Knit Tank Top,9.0,,,,,,,,,,,,,,,,,,
106,swvest07201118255,,4754,14,1,19,1,107,19,269,56,4345,888,10,Casual,Red,Striped,Crop,Tank,V neck,,,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Striped Trim Knit Tank Top,9.0,,,,,,,,,,,,,,,,,,
107,swvest07201118865,,4754,14,1,19,1,107,19,269,56,4345,888,10,Casual,Khaki,Striped,Crop,Tank,V neck,,,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Striped Trim Knit Tank Top,9.0,,,,,,,,,,,,,,,,,,
108,swvest07201118077,,4754,14,1,19,1,107,19,269,56,4345,888,10,Casual,Dusty Blue,Striped,Crop,Tank,V neck,,,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Striped Trim Knit Tank Top,9.0,,,,,,,,,,,,,,,,,,
109,swsweatsh44200825695,,4135,4135,10,47,13,144,23,278,49,3625,719,18,Casual,Green,"Letter, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Oversized,,,,No,,,,Letter Graphic Drop Shoulder Sweatshirt,14.99,,,,,,,,,,,,,,,,,,
110,swsweatsh44201008033,,4135,41,10,47,13,144,23,278,49,3625,719,18,Casual,Navy Blue,"Letter, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Oversized,,,,No,,,,Letter Graphic Drop Shoulder Sweatshirt,14.99,,,,,,,,,,,,,,,,,,
111,swsweatsh44201008926,,4135,41,10,47,13,144,23,278,49,3625,719,18,Casual,Chocolate Brown,"Letter, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Oversized,,,,No,,,,Letter Graphic Drop Shoulder Sweatshirt,14.99,,,,,,,,,,,,,,,,,,
112,swsweatsh44201008068,,4135,41,10,47,13,144,23,278,49,3625,719,18,Casual,Maroon,"Letter, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Oversized,,,,No,,,,Letter Graphic Drop Shoulder Sweatshirt,14.99,,,,,,,,,,,,,,,,,,
113,swsweatsh44201013083,,4135,41,10,47,13,144,23,278,49,3625,719,18,Casual,Black,"Letter, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Oversized,,,,No,,,,Letter Graphic Drop Shoulder Sweatshirt,14.99,,,,,,,,,,,,,,,,,,
114,swsweatsh23200929009,,4640,67,17,84,16,162,38,256,56,4073,838,24,Casual,White,"Letter, Animal",Long,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,"40% Cotton, 60% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,Chinese Dragon And Letter Graphic Oversized Hoodie,19.99,,,,,,,,,,,,,,,,,,
115,swsweatsh23200831136,,4640,67,17,84,16,162,38,256,56,4073,838,24,Casual,Black,"Letter, Animal",Long,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,"40% Cotton, 60% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,Chinese Dragon And Letter Graphic Oversized Hoodie,19.99,,,,,,,,,,,,,,,,,,
116,swsweatsh23200930217,,4640,67,17,84,16,162,38,256,56,4640,838,24,Casual,Dark Grey,"Letter, Animal",Long,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,"40% Cotton, 60% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,Chinese Dragon And Letter Graphic Oversized Hoodie,19.99,,,,,,,,,,,,,,,,,,
117,swsweatsh23201015418,,4640,67,17,84,16,162,38,256,56,4073,838,24,Casual,Light Grey,"Letter, Animal",Long,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,"40% Cotton, 60% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,Chinese Dragon And Letter Graphic Oversized Hoodie,19.99,,,,,,,,,,,,,,,,,,
118,swvest07201229630,,119,1,0,0,0,2,0,7,1,109,13,7,Boho,White,Ditsy Floral,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lace Trim Ditsy Floral Cami Top,6.0,,,,,,,,,,,,,,,,,,
119,swvest07201203630,,119,1,0,0,0,2,0,7,1,109,13,7,Boho,Blue and White,Ditsy Floral,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lace Trim Ditsy Floral Cami Top,6.0,,,,,,,,,,,,,,,,,,
120,swvest07201229443,,119,1,0,0,0,2,0,7,1,109,13,7,Boho,White,Ditsy Floral,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lace Trim Ditsy Floral Cami Top,6.0,,,,,,,,,,,,,,,,,,
121,swtee07200909382,,3022,14,3,16,3,93,24,152,51,2747,812,7,Sexy,Black,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Open Back Rib-knit Crop Tee,5.99,,,,,,,,,,,,,,,,,,
122,swtee07200811037,,3022,14,3,16,3,93,24,152,51,2747,812,7,Sexy,Brown,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Ribbed Open-Back Long Sleeve Cropped Tee,5.99,,,,,,,,,,,,,,,,,,
123,swtee07200909245,,3022,14,3,16,3,93,24,152,51,2747,812,7,Sexy,Brown,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Open Back Rib-knit Crop Tee,5.99,,,,,,,,,,,,,,,,,,
124,swtee07200909983,,3022,14,3,16,3,93,24,152,51,2747,812,6,Casual,White,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Open Back Rib-knit Crop Tee,4.99,,,,,,,,,,,,,,,,,,
125,swtee07200930908,,3022,14,3,16,3,93,24,152,51,2747,812,6,Sexy,Maroon,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Open Back Rib-knit Crop Tee,4.99,,,,,,,,,,,,,,,,,,
126,swtee07200930204,,3022,14,3,16,3,93,24,152,51,2747,812,7,Sexy,Chocolate Brown,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Open Back Rib-knit Crop Tee,5.99,,,,,,,,,,,,,,,,,,
127,swvest07200605660,,5329,6,0,14,1,38,8,145,31,5126,1226,7,Casual,Black,Letter,Crop,Tank,Round Neck,,,,"Cut Out, Rhinestone",Summer,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Keyhole Back Rhinestone Letter Tank Top,6.0,,,,,,,,,,,,,,,,,,
128,swvest07200911832,,5329,6,0,14,1,38,8,145,31,5126,1226,7,Casual,Chocolate Brown,Letter,Crop,Tank,Round Neck,,,,Rhinestone,Summer,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rhinestone Letter Crop Tank Top,6.0,,,,,,,,,,,,,,,,,,
129,swbodysui07200916203,,3551,45,5,57,9,139,26,209,38,3101,779,9,Elegant,Rust Brown,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,8.0,,,,,,,,,,,,,,,,,,
130,swbodysui07201022868,,3551,45,5,57,9,139,26,209,38,3101,779,10,Elegant,Dark Grey,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,9.0,,,,,,,,,,,,,,,,,,
131,swbodysui07201022203,,3551,45,5,57,9,139,26,209,38,3101,779,9,Casual,Black,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,8.0,,,,,,,,,,,,,,,,,,
132,swbodysui07201023474,,3551,45,5,57,9,139,26,209,38,3101,779,9,Elegant,Khaki,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,8.0,,,,,,,,,,,,,,,,,,
133,swbodysui07201023557,,3551,45,5,57,9,139,26,209,38,3101,779,9,Elegant,Cadet Blue,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,8.0,,,,,,,,,,,,,,,,,,
134,swbodysui07201119230,,3551,45,5,57,9,139,26,209,38,3101,779,10,Casual,Burgundy,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,9.0,,,,,,,,,,,,,,,,,,
135,swtwop07200729589,,10000,0,0,0,0,0,0,0,0,9999,4827,30,Casual,Beige,Plain,,,Round Neck,Long Sleeve,Regular Sleeve,,"Drawstring, Pocket",Spring/Fall,"37% Cotton, 63% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN Solid Pullover & Sweatpants Set,25.0,Sweatshirt,,,,,,,,,,,,,,,,,
